Run ID,Epoch,BCE_Loss,KL_Loss,Total_Loss
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,0,0.6963727474212646,0.7684539556503296,1.8490536212921143
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,1,0.6955641508102417,0.48868417739868164,1.4285904169082642
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,2,0.6952975392341614,0.43022096157073975,1.340628981590271
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,3,0.6951144337654114,0.40973153710365295,1.3097116947174072
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,4,0.6946344971656799,0.3666646182537079,1.2446314096450806
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,5,0.6941672563552856,0.3208184540271759,1.1753950119018555
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,6,0.6935882568359375,0.2868499457836151,1.1238632202148438
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,7,0.6931923031806946,0.261985182762146,1.0861700773239136
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,8,0.6928228735923767,0.2542617917060852,1.0742155313491821
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,9,0.6925309300422668,0.24845752120018005,1.0652172565460205
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,10,0.6921705007553101,0.23924370110034943,1.0510361194610596
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,11,0.6920211315155029,0.23122715950012207,1.038861870765686
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,12,0.6917912364006042,0.22089041769504547,1.0231268405914307
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,13,0.6910715103149414,0.21115347743034363,1.0078017711639404
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,14,0.6911487579345703,0.2007085531949997,0.9922115802764893
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,15,0.690661609172821,0.19170908629894257,0.9782252311706543
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,16,0.6899446249008179,0.18259210884571075,0.9638327956199646
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,17,0.6896013617515564,0.17966389656066895,0.9590972065925598
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,18,0.6894195079803467,0.17326632142066956,0.9493190050125122
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,19,0.6892127394676208,0.17078417539596558,0.9453890323638916
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,20,0.6891418099403381,0.1643144190311432,0.9356134533882141
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,21,0.6889822483062744,0.15531280636787415,0.9219514727592468
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,22,0.6883105635643005,0.1490415632724762,0.911872923374176
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,23,0.6876810193061829,0.143462672829628,0.9028750658035278
b3e6a03c-6ff2-44c2-a442-4f073c0c9271,24,0.6877642273902893,0.1399451047182083,0.8976818919181824
